brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,milage_in_kelos,car_age,value_index,car_type
Toyota,FJ Cruiser Base,2014,86000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,41500,86.0,10,3772.7272727272725,old
Toyota,Tundra SR5,2019,56000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,42000,56.0,5,7000.0,new
RAM,1500 Sport,2017,41789,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,42500,41.789,7,5312.5,new
Ford,Focus SE,2014,60109,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,9499,60.109,10,863.5454545454545,old
Mercedes-Benz,GLE 350 Base 4MATIC,2020,48000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,49995,48.0,4,9999.0,new
Acura,TL Type S,2008,122000,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,11500,122.0,16,676.4705882352941,old
Land,Rover Range Rover HSE,2012,102800,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,16000,102.8,12,1230.7692307692307,old
Mazda,CX-9 Signature,2019,69771,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,27500,69.771,5,4583.333333333333,new
Acura,TLX Tech,2023,2118,Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,41998,2.118,1,20999.0,new
Ford,F-150 Raptor,2021,28260,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Blue,None reported,72950,28.26,3,18237.5,new
Honda,Civic Si Base,2020,6025,Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,27500,6.025,4,5500.0,new
Hyundai,Elantra SE,2018,32697,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,15900,32.697,6,2271.4285714285716,new
Jaguar,F-TYPE S British Design Edition,2017,34150,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,45999,34.15,7,5749.875,new
Honda,Ridgeline RTL-E,2022,9642,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,None reported,38999,9.642,2,12999.666666666666,new
Pontiac,G6 GTP,2006,100545,Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,5995,100.545,18,315.5263157894737,old
Mercedes-Benz,C-Class C300 4MATIC,2021,11111,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,38998,11.111,3,9749.5,new
Toyota,FJ Cruiser Base,2007,162000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,23977,162.0,17,1332.0555555555557,old
Buick,Enclave Premium,2020,87555,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,31650,87.555,4,6330.0,new
Chevrolet,Tahoe LTZ,2015,102200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,25000,102.2,9,2500.0,old
Bentley,Continental GTC V8,2013,18950,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,77999,18.95,11,6499.916666666667,old
Mercedes-Benz,SLK-Class SLK 350,2015,16000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,30500,16.0,9,3050.0,old
Cadillac,Escalade Premium Luxury,2022,19250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,86999,19.25,2,28999.666666666668,new
BMW,535 i xDrive,2015,65000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,24995,65.0,9,2499.5,old
MINI,Cooper S Base,2007,110022,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,6250,110.022,17,347.22222222222223,old
Bentley,Continental GT Base,2012,79089,E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,46999,79.089,12,3615.3076923076924,old
Lexus,GX 460 Premium,2023,2533,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,64900,2.533,1,32450.0,new
Audi,Q7 3.0T Premium Plus,2014,96273,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,15495,96.273,10,1408.6363636363637,old
Cadillac,CT6 Luxury,2020,22187,Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,45480,22.187,4,9096.0,new
Dodge,Ram 1500 ST,2007,36500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,16000,36.5,17,888.8888888888889,old
Ford,Bronco Outer Banks,2021,19590,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,54999,19.59,3,13749.75,new
Nissan,GT-R Black Edition,2015,16850,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,95000,16.85,9,9500.0,old
Chevrolet,Cruze LT,2012,194000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,4900,194.0,12,376.9230769230769,old
Lexus,GX 460 Base,2020,48210,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,47449,48.21,4,9489.8,new
BMW,750 i,2018,81500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,41250,81.5,6,5892.857142857143,new
BMW,535 i xDrive,2015,58664,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,20950,58.664,9,2095.0,old
Mitsubishi,Montero Limited,2004,145000,Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,8950,145.0,20,426.1904761904762,old
Lexus,LS 500 F Sport,2018,15055,Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,59000,15.055,6,8428.57142857143,new
Lexus,LC 500 Base,2021,915,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,159000,0.915,3,39750.0,new
Mazda,MX-5 Miata Shinsen,2003,46873,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,11500,46.873,21,522.7272727272727,old
Cadillac,Escalade ESV Premium Luxury,2021,53169,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,81500,53.169,3,20375.0,new
Lexus,GX 460 Premium,2022,35700,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,51900,35.7,2,17300.0,new
Nissan,Pathfinder Platinum,2014,112600,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,13000,112.6,10,1181.8181818181818,old
GMC,Yukon SLE,2015,112552,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Onyx Black,Jet Black,At least 1 accident or damage reported,24440,112.552,9,2444.0,old
BMW,M3 Base,2003,127273,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,15000,127.273,21,681.8181818181819,old
BMW,640 i,2012,76465,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,22500,76.465,12,1730.7692307692307,old
Mitsubishi,Eclipse Spyder GT,2007,136400,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,6750,136.4,17,375.0,old
Ford,Thunderbird Deluxe,2004,79635,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,13500,79.635,20,642.8571428571429,old
Buick,Enclave 1XL,2011,170000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,At least 1 accident or damage reported,4000,170.0,13,285.7142857142857,old
Ford,F-150 XLT,2018,67650,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,30000,67.65,6,4285.714285714285,new
Lexus,ES 350 Base,2016,119850,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,19000,119.85,8,2111.1111111111113,new
Acura,TL Type S,2008,116500,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,15999,116.5,16,941.1176470588235,old
Ford,Transit Connect XLT,2010,169802,Gasoline,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Frozen White,Dark Gray,None reported,9985,169.802,14,665.6666666666666,old
BMW,X3 M40i,2021,36905,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,50000,36.905,3,12500.0,new
Jeep,Gladiator Willys,2022,8400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,47000,8.4,2,15666.666666666666,new
Hummer,H2 Base,2003,149961,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,12500,149.961,21,568.1818181818181,old
Mercedes-Benz,C-Class C 63 AMG,2014,84500,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,41500,84.5,10,3772.7272727272725,old
Lamborghini,Aventador LP700-4,2016,3254,Gasoline,6.5L V12 48V MPFI DOHC,7-Speed Automatic with Auto-Shift,Bianco Isis,Giallo Taurus / Nero Ade,None reported,399900,3.254,8,44433.333333333336,new
Mercedes-Benz,G-Class G 550 4MATIC,2016,96000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,65000,96.0,8,7222.222222222223,new
Nissan,GT-R Premium,2009,88000,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,57000,88.0,15,3562.5,old
Audi,R8 4.2 quattro Spyder,2011,35322,Gasoline,4.2L V8 32V GDI DOHC,6-Speed Manual,Phantom Black Pearl Effect / Black Roof,Red,None reported,94900,35.322,13,6778.571428571428,old
Acura,TLX A-Spec,2020,32500,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,32000,32.5,4,6400.0,new
Audi,A6 3.0T Premium Plus,2016,71280,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,22000,71.28,8,2444.4444444444443,new
Porsche,Panamera 2,2011,37200,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,27500,37.2,13,1964.2857142857142,old
Maserati,Coupe Cambiocorsa,2006,54082,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,17000,54.082,18,894.7368421052631,old
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,7800,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,66000,7.8,2,22000.0,new
Jeep,Wrangler Sport,2016,86250,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,22000,86.25,8,2444.4444444444443,new
BMW,X5 xDrive50i,2016,75479,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,27899,75.479,8,3099.8888888888887,new
BMW,750 i,2017,24650,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,50000,24.65,7,6250.0,new
Volkswagen,Golf R 4-Door,2013,102750,Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,20000,102.75,11,1666.6666666666667,old
Alfa,Romeo Stelvio Base,2018,50000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,27500,50.0,6,3928.5714285714284,new
BMW,X5 xDrive35i,2017,72700,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,27499,72.7,7,3437.375,new
BMW,X6 M Base,2018,54293,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,49000,54.293,6,7000.0,new
Lexus,IS 300 Base,2018,16000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,At least 1 accident or damage reported,30500,16.0,6,4357.142857142857,new
Lamborghini,Gallardo SE,2006,19500,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,None reported,129000,19.5,18,6789.473684210527,old
BMW,428 i,2014,71000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,16700,71.0,10,1518.1818181818182,old
BMW,X5 xDrive40i,2019,60000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,36500,60.0,5,6083.333333333333,new
Porsche,Boxster Base,1998,75539,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,None reported,11995,75.539,26,444.25925925925924,old
Alfa,Romeo Giulia Base,2017,36000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,21000,36.0,7,2625.0,new
Mercedes-Benz,C-Class C 300,2019,76422,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,28998,76.422,5,4833.0,new
Nissan,370Z NISMO Tech,2016,42600,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,31950,42.6,8,3550.0,new
Chevrolet,Suburban LT,2017,98888,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,29000,98.888,7,3625.0,new
Ford,Fusion Hybrid SE,2019,64532,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,19395,64.532,5,3232.5,new
BMW,X3 xDrive35i,2011,75500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,12975,75.5,13,926.7857142857143,old
Buick,Envision Preferred,2019,32000,Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,27000,32.0,5,4500.0,new
Buick,Envision Essence,2019,47839,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,24991,47.839,5,4165.166666666667,new
Porsche,Cayenne GTS,2013,98413,Gasoline,420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,At least 1 accident or damage reported,34900,98.413,11,2908.3333333333335,old
Audi,RS 5 2.9T,2022,9628,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,78500,9.628,2,26166.666666666668,new
Jaguar,XK8 Base,1999,15000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,16370,15.0,25,629.6153846153846,old
Audi,R8 5.2 V10,2021,6397,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,None reported,172900,6.397,3,43225.0,new
Honda,Pilot Black Edition,2022,22564,Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,None reported,44998,22.564,2,14999.333333333334,new
Lexus,RX 350 Crafted Line F Sport,2015,110000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,28000,110.0,9,2800.0,old
Mercedes-Benz,Sprinter 3500 High Roof,2022,105,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,None reported,200000,0.105,2,66666.66666666667,new
Toyota,4Runner Limited,2004,186117,Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,13000,186.117,20,619.047619047619,old
Jeep,Wrangler Sport,2002,103500,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Yellow,Gray,None reported,12500,103.5,22,543.4782608695652,old
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,8074,Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Manhattan Noir Metallic,Jet Black,None reported,76700,8.074,5,12783.333333333334,new
BMW,M3 Base,2011,43000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,50900,43.0,13,3635.714285714286,old
BMW,750 i,2015,70700,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,23000,70.7,9,2300.0,old
Chevrolet,Trailblazer RS,2022,42479,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,28495,42.479,2,9498.333333333334,new
Ford,Excursion XLT 4WD,2000,205000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,9950,205.0,24,398.0,old
Audi,SQ5 3.0T Premium Plus,2019,22300,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,38999,22.3,5,6499.833333333333,new
Ford,Expedition EL Limited,2017,104000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,19995,104.0,7,2499.375,new
Ford,Bronco Sport Base,2022,13865,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Ebony,None reported,29182,13.865,2,9727.333333333334,new
BMW,M4 Competition xDrive,2022,15882,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Silver,None reported,84995,15.882,2,28331.666666666668,new
Land,Rover Defender,2022,12209,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Black,Black,None reported,104900,12.209,2,34966.666666666664,new
Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,10483,Gasoline,3.0 Liter Twin Turbo,Automatic,Graphite Grey Metallic,Black w/Red Stitching,None reported,60998,10.483,3,15249.5,new
Nissan,GT-R Premium,2017,31150,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,113000,31.15,7,14125.0,new
Chrysler,200 C,2015,44000,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,12700,44.0,9,1270.0,old
Hummer,H2 Base,2003,109000,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,17500,109.0,21,795.4545454545455,old
BMW,M4 Base,2020,31350,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,None reported,62450,31.35,4,12490.0,new
Audi,Q8 55 Premium Plus,2021,30000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,62000,30.0,3,15500.0,new
Land,Rover Range Rover HSE,2012,66500,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,19950,66.5,12,1534.6153846153845,old
Nissan,Frontier SV,2012,96600,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,At least 1 accident or damage reported,17000,96.6,12,1307.6923076923076,old
Toyota,Highlander LE Plus,2015,198000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,14000,198.0,9,1400.0,old
Audi,S4 3.0T Premium Plus,2013,91877,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,24000,91.877,11,2000.0,old
BMW,228 i,2015,54000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,19996,54.0,9,1999.6,old
Land,Rover Range Rover Sport HST MHEV,2020,52000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,55000,52.0,4,11000.0,new
Mercedes-Benz,E-Class AMG E 53,2020,23044,Hybrid,3.0 Liter Turbo,Automatic,Emerald Green Metallic,Black/Saddle Brown,None reported,72598,23.044,4,14519.6,new
Porsche,911 Carrera,2008,132500,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,35000,132.5,16,2058.823529411765,old
Dodge,Dakota SLT Quad Cab,2006,256000,Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,4000,256.0,18,210.52631578947367,old
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,31370,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,65700,31.37,15,4106.25,old
Chrysler,Sebring LX,2008,67303,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,4900,67.303,16,288.2352941176471,old
Chevrolet,Corvette Stingray w/3LT,2021,12000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,99900,12.0,3,24975.0,new
Ford,Bronco Outer Banks,2023,16500,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,54000,16.5,1,27000.0,new
RAM,ProMaster 2500 High Roof,2019,88000,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,39900,88.0,5,6650.0,new
Ford,Shelby GT350 Base,2018,18515,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,60867,18.515,6,8695.285714285714,new
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2100,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,172000,2.1,1,86000.0,new
Volvo,XC60 T6 Inscription,2019,58600,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,29000,58.6,5,4833.333333333333,new
Lexus,LS 460 Crafted Line,2015,74500,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,33900,74.5,9,3390.0,old
Cadillac,XT6 Premium Luxury AWD,2023,222,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,69000,0.222,1,34500.0,new
Chevrolet,Avalanche 1500 LTZ,2007,75124,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,16499,75.124,17,916.6111111111111,old
